,nodes,edges,pos
4003,4003,"[368, 900, 919, 1911, 2076, 2548, 2840, 3024, 3089, 3478, 3618, 3749, 4641, 12, 373, 1362, 2188, 3172, 3940, 4304, 4364, 4798, 4800]","[0.5415363771916968, 0.8286337406880562]"
4004,4004,"[633, 1158, 4188, 4695, 4055, 307, 1138, 2012, 3255, 4253]","[0.8956628512533351, 0.8961123389522624]"
4005,4005,"[491, 811, 852, 1529, 4590, 473, 842, 4154, 4372, 4418]","[0.5549763906397731, 0.09563297772268242]"
4006,4006,"[1286, 2980, 4242, 976, 3666, 4387]","[0.27084242612051646, 0.15884536279946226]"
4007,4007,"[866, 2116, 2415, 3100, 3240, 4890, 487, 582, 1548, 2710, 3825, 4070, 4177]","[0.9784519155586611, 0.5221107780638593]"
4008,4008,"[135, 841, 1008, 1162, 1797, 2506, 2856, 4240, 4671, 405, 703, 1240, 1560, 1717, 1730, 2642, 4760, 4967]","[0.34515014059113824, 0.24137686241962308]"
4009,4009,"[3268, 795, 2625, 3506]","[0.0016875095549107044, 0.7822249270839894]"
4010,4010,"[33, 366, 1291, 1930, 2772, 3120, 3244, 3646, 4643, 4377, 766, 1365, 1583, 2784]","[0.422112213006664, 0.9312217842287303]"
4011,4011,"[2792, 3694, 4734, 4209, 1180, 1382, 1909, 2768, 3060]","[0.9891840127591813, 0.856686664061641]"
4012,4012,"[547, 704, 850, 1532, 2136, 3579, 3840, 4145, 116, 673, 868, 1845, 2864, 3193, 3759, 3901, 3914, 4114]","[0.6740740400636333, 0.5473723577243875]"
4013,4013,"[2221, 2902, 3303, 3697, 3753, 2697, 3399]","[0.6862186246570331, 0.1420589512690853]"
4014,4014,"[801, 1280, 1379, 2102, 2108, 2266, 3423, 4058, 4758, 31, 2030, 2477, 3459, 3605]","[0.642711355892723, 0.1861921843882135]"
4015,4015,"[44, 466, 1060, 1826, 3079, 3236, 4471, 208, 2011, 2714, 2786, 3546]","[0.22363882605626462, 0.5717342241127346]"
4016,4016,"[2470, 2611, 555, 886, 1200]","[0.6087551789880581, 0.7253466277491225]"
4017,4017,"[1032, 1684, 1727, 1805, 1981, 3756, 3764, 4298, 4892, 252, 745, 1788, 2442, 2479, 2718, 3017, 3182, 3593]","[0.2665111906221519, 0.04516932130539997]"
4018,4018,"[1160, 1957, 2720, 2740, 3623, 3864, 4876, 4024, 227, 562, 758, 1983, 2034, 2699, 2741]","[0.16514598183472406, 0.10786438467630599]"
4019,4019,"[186, 445, 789, 1054, 2979, 3006, 4438, 4638, 1033, 1499, 1504, 1614, 1786, 2886, 3010, 3082, 4085, 4228, 4656, 4922]","[0.9056647732751587, 0.8228105480885207]"
4020,4020,"[250, 2189, 2390, 3649, 4485, 4486, 1791, 2088, 3207, 3344, 3485, 3765]","[0.6145725834312534, 0.8951586795184371]"
4021,4021,"[264, 837, 2035, 2876, 4909, 4955, 4974, 483, 3141, 3314, 3334, 3453, 3954, 4216]","[0.16642339509502602, 0.2518380947216484]"
4022,4022,"[4264, 3311, 4899]","[0.034780367401041956, 0.6014795025764083]"
4023,4023,"[574, 1665, 1954, 3898, 4354, 266, 1045, 1320, 2955, 3358, 3580]","[0.2117179086271307, 0.1860133338108505]"
4024,4024,"[1160, 1957, 2720, 2740, 3864, 4018, 4876, 1983, 2699, 2741, 3623]","[0.1722995123676313, 0.11011132076054075]"
4025,4025,"[436, 1081, 1460, 2944, 1729, 1894, 2193, 2210, 2918, 2968, 3265]","[0.7126452967298856, 0.6358023402905403]"
4026,4026,"[876, 957, 1034, 1076, 1506, 3099, 105, 265, 330, 990, 1015, 1947, 2353, 2425, 2808, 2811, 2913, 3159, 4458, 4711]","[0.5200145660449548, 0.3307240847010996]"
4027,4027,"[157, 675, 1545, 1831, 2816, 154, 1919, 3424, 4423]","[0.5027229444694717, 0.1395037050069885]"
4028,4028,"[624, 1109, 1146, 4696, 925, 2119, 2829, 3056, 3462, 4672, 4960]","[0.6804680113053035, 0.4659289115938423]"
4029,4029,"[515, 1751, 2124, 2468, 2807, 3176, 3180, 3280, 3612, 4088, 425, 519, 2531, 2594, 3250, 3407, 4814]","[0.3623929267901431, 0.4693844866100553]"
4030,4030,"[161, 1687, 1816, 2722, 2893, 3005, 2815, 3054, 3237, 3380, 3559]","[0.1425952007101956, 0.5319862271950766]"
4031,4031,"[2350, 2504, 2668, 3263, 3775, 130, 1883, 3128, 3467, 3817, 4942]","[0.9166948034475426, 0.9840835078841591]"
4032,4032,"[925, 2963, 3229, 3462, 4862, 118, 119, 2369]","[0.7069915109554206, 0.48992383743787515]"
4033,4033,"[1538, 1689, 2801, 3069, 4597, 218, 357, 1682, 2705, 3640, 4277, 4582, 4983]","[0.8399684540698147, 0.34288691144217287]"
4034,4034,"[709, 1427, 2820, 3168, 113, 948, 1473, 2160, 2358, 2695, 2842, 3129, 4039, 4235]","[0.2662774377054449, 0.5366151940609184]"
4035,4035,"[144, 4232, 1406, 2036, 3235]","[0.07436339196448616, 0.11318860051991741]"
4036,4036,"[669, 1324, 1771, 2825, 2945, 3217, 4491, 4204, 4949, 635, 1159, 1781, 1927, 2190, 3045, 3256]","[0.9144351986262975, 0.07630064320692098]"
4037,4037,"[56, 439, 600, 775, 1364, 1834, 2553, 2826, 3731, 3968, 4544, 18, 663, 1255, 1484, 1673, 1759, 2576]","[0.398218834559385, 0.043362087092337576]"
4038,4038,"[12, 498, 905, 1362, 1639, 2042, 2052, 2684, 3172, 4800, 368, 516, 737, 900, 1314, 1699, 3089, 3512, 3618, 4364]","[0.5538363958561177, 0.8565723828517414]"
4039,4039,"[372, 461, 948, 1427, 2358, 2695, 2820, 3168, 4235, 709, 1880, 2160, 2396, 2842, 3398, 4034]","[0.29353281585754354, 0.5321220616527895]"
4040,4040,"[798, 2302, 2433, 2529, 3837, 4625, 4659, 4776, 410, 891, 2119, 2593, 2829, 3056, 4116, 4425, 4960]","[0.6675893820291496, 0.4193266344201114]"
4041,4041,"[1666, 1889, 2744, 2885, 3499, 4943, 945, 994, 1747, 1866, 2008, 2275, 2290, 2441, 2727, 3015, 4194]","[0.31069332332739164, 0.6057118647077447]"
4042,4042,"[35, 90, 584, 1154, 1402, 2170, 2192, 2549, 2698, 2985, 3587, 4767, 67, 396, 950, 1993, 2079, 2198, 2270, 2423, 2666, 2749, 3011, 3909, 4645]","[0.7632570838545281, 0.05410816995733159]"
4043,4043,"[2778, 3273, 4142, 4316, 1580, 2107, 2512, 2595, 2671, 3549, 4902]","[0.0037221873834223373, 0.48594155679868867]"
4044,4044,"[3151, 3903, 4000, 4233]","[0.42147336233806476, 0.7577221238806969]"
4045,4045,"[687, 806, 2331, 2361, 3673, 3908, 4126, 4396, 4937, 326, 861, 1212, 1459, 1610, 2029, 2680, 2824, 2895]","[0.9825724596977384, 0.10071953606044859]"
4046,4046,"[1308, 1562, 1735, 2091, 2195, 3051, 955, 964, 1191, 1231, 1888, 2796, 3383, 4737]","[0.8527682261229642, 0.7349783166555012]"
4047,4047,"[3007, 4450, 278, 604, 1236, 1820, 3002, 3501]","[0.4890901842694051, 0.1981239900112053]"
4048,4048,"[360, 896, 3190, 3370, 3918, 4368, 3690, 4134, 4615, 4786]","[0.06603694868892585, 0.6935155329302954]"
4049,4049,"[714, 1410, 3185, 3331, 3883, 88, 159, 1613, 1671, 1881, 3291, 3967]","[0.23027407527322186, 0.6936497032824369]"
4050,4050,"[470, 1384, 1762, 2345, 3027, 4507, 690, 717, 1528, 2251, 3925, 4996]","[0.40318867050279805, 0.3245198576390492]"
4051,4051,"[1169, 1228, 2765, 3419, 575, 892, 3665, 4775]","[0.36505839527834716, 0.5334583568666279]"
4052,4052,"[2886, 3010, 4438, 66]","[0.8864278568095613, 0.8309723923300529]"
4053,4053,"[1599, 1859, 3413, 4632, 735, 1012, 1145, 1593, 1882]","[0.08467571888785808, 0.23202271204477276]"
4054,4054,"[2409, 2636, 3084, 4076, 4549, 1769, 2339, 2845, 2861, 4444]","[0.740402185654432, 0.33171012881417894]"
4055,4055,"[307, 1158, 3556, 4004, 4253, 4188, 263, 499, 633, 2012, 2321, 3384, 4442, 4695]","[0.8832350893095106, 0.9052073539013004]"
4056,4056,"[773, 983, 1590, 2359, 2514, 3400, 3645, 1466, 1775, 2702, 3668, 3732, 3839, 4778, 4966]","[0.23790121999184222, 0.8746139657135633]"
4057,4057,"[786, 1220, 1337, 2391, 2763, 3000, 3575, 4537, 258, 549, 749, 1208, 1514, 1734, 2242, 2342, 2599, 3418, 4885]","[0.48817458015885584, 0.6835344250394425]"
4058,4058,"[31, 1379, 2030, 2108, 2266, 2477, 3459, 4014, 4758, 1221, 1280, 2102, 2697, 2916, 3423]","[0.6569324346381323, 0.19292919596934466]"
4059,4059,"[2466, 3747, 4179, 4678, 4363, 4530, 4747, 1106, 2066, 2206, 2244, 2394, 2688, 4326, 4863]","[0.8378215382071836, 0.6132177433406505]"
4060,4060,"[523, 794, 816, 2503, 2899, 3522, 3787, 493, 672, 1528, 3517, 4353, 4873]","[0.39279884206267657, 0.2822591642830564]"
4061,4061,"[1039, 1349, 2249, 2473, 2612, 3970, 4739, 4196, 65, 1371, 1972, 4367, 4786]","[0.07116844390739152, 0.6457405333909654]"
4062,4062,"[240, 305, 478, 997, 1263, 2379, 2897, 3704, 4376, 4660, 100, 259, 349, 593, 1430, 1489, 2380, 2832, 4286]","[0.1516569871883351, 0.6840515762327539]"
4063,4063,"[94, 367, 767, 1793, 2250, 2585, 3030, 3806, 4900, 216, 452, 1014, 2105, 2245, 3186, 3301, 3736, 3818, 3899, 4295, 4528, 4572, 4956]","[0.327271792528278, 0.8906777161475306]"
4064,4064,"[1688, 2507, 3318, 4958, 4996, 2226, 3910, 3925, 4507, 4936]","[0.36257484276713925, 0.36349783018790016]"
4065,4065,"[1483, 1622, 2929, 3852, 4430, 961, 1952, 2323, 2486, 2572]","[0.0376721315759353, 0.9542045496888837]"
4066,4066,"[141, 223, 1335, 1361, 3023, 3292, 3528, 3560, 4334, 4570, 4205, 331, 1058, 1466, 1764, 1775, 1825, 2224, 2495, 2543, 2781, 3258, 3686, 4337, 4843]","[0.26802453631293777, 0.9187136812195655]"
4067,4067,"[1207, 1777, 2314, 4630, 4806, 456, 1206, 3515, 4929, 4989]","[0.00531184577674193, 0.3207086267793535]"
4068,4068,"[803, 1372, 2360, 3851, 3859, 3863, 1597, 2639, 3457, 3487, 3906]","[0.9203291351073035, 0.5033307906831671]"
4069,4069,"[330, 1322, 1525, 2269, 3159, 4483, 4224, 914, 1034, 1824, 2353, 2811, 2913, 4711]","[0.501651744265311, 0.2855686006091991]"
4070,4070,"[171, 2116, 3240, 3987, 4890, 582, 723, 859, 866, 1548, 1917, 2404, 2415, 3281, 3825, 4007, 4177]","[0.9645616462398492, 0.543609822689782]"
4071,4071,"[228, 253, 599, 787, 1051, 2735, 2783, 2850, 3682, 4427, 194, 2077, 2632, 4714]","[0.8965226451560023, 0.4044385996674812]"
4072,4072,"[772, 1248, 1752, 2140, 2981, 4214, 4117, 381, 408, 482, 485, 1152, 1293, 1704, 2049, 2215, 3266]","[0.02431551478456151, 0.06145220434796839]"
4073,4073,"[261, 1749, 2137, 3166, 4168, 1397, 1640, 2103, 2646, 2678, 3460, 3960]","[0.49208130983703946, 0.9878274731144275]"
4074,4074,"[359, 1062, 4594, 428, 3288, 4178, 4658]","[0.24123584815227395, 0.9976709475044846]"
4075,4075,"[40, 1047, 2151, 2419, 3075, 3113, 3177, 912, 1431, 1465, 2142, 2726, 4779]","[0.6207652832619263, 0.9627499074499947]"
4076,4076,"[2349, 2636, 2845, 4054, 4527, 3084, 3729, 4647]","[0.7484257210852583, 0.31475688124825196]"
4077,4077,"[241, 2408, 2733, 4347, 4087, 111, 2935, 3136, 3586, 3892, 4176, 4764]","[0.2385069316629701, 0.4263683939078947]"
4078,4078,"[298, 719, 1007, 3101, 3365, 153, 230, 1736, 2132, 2440, 3286, 3316, 3408, 3748, 3973, 4740, 4837]","[0.7249057489335097, 0.8700959848944216]"
4079,4079,"[136, 495, 906, 1150, 2723, 2973, 3361, 1519, 2947, 4384, 4717]","[0.056602104810472786, 0.5070612582927839]"
4080,4080,"[1876, 2022, 2672, 3302, 3917, 693, 707, 2223, 2306, 2860]","[0.10043091979943797, 0.8419739527354028]"
4081,4081,"[441, 1307, 2901, 3164, 3521, 4321, 430, 1116, 2402, 2536, 2972, 4701]","[0.21936871693555204, 0.006611297350775258]"
4082,4082,"[532, 551, 1177, 1878, 3492, 3656, 4324, 4556, 4887, 807, 2406, 4634]","[0.23701944596385371, 0.7663650135194258]"
4083,4083,"[502, 1283, 1480, 4299, 4830, 648, 2080, 2853, 3476, 4175]","[0.46090655507175005, 0.5086885627455231]"
4084,4084,"[108, 291, 480, 519, 1251, 1305, 1708, 1767, 2014, 545, 800, 1354, 1425, 1481, 2124, 2429, 2956, 3612, 3767, 3786, 3995, 4585, 4831]","[0.35316736260733383, 0.4372504146626274]"
4085,4085,"[681, 789, 1033, 1054, 1504, 1534, 1614, 4656, 4228, 4919, 186, 1126, 1260, 1467, 3887, 4019, 4638, 4653, 4922, 4952]","[0.9058990719389074, 0.7977534749414508]"
4086,4086,"[175, 610, 953, 2633, 2702, 3126, 4210, 4394, 4546, 170, 2007, 2224, 2781, 2791, 3472, 4337, 4886, 1518]","[0.21212547937717297, 0.9155444089422462]"
4087,4087,"[111, 241, 2408, 2935, 3136, 4077, 173, 4347, 4669, 4769]","[0.2265839705464977, 0.41522529647026574]"
4088,4088,"[425, 515, 2124, 2468, 2807, 3176, 3180, 3250, 3280, 3612, 4029, 4814, 64, 355, 519, 930, 1071, 1247, 1751, 2594, 3228, 3407, 3422]","[0.37438538802568966, 0.47902087834628726]"
4089,4089,"[1187, 1323, 1352, 4720, 587, 878, 1198, 2551]","[0.752187610231075, 0.40954770663547924]"
4090,4090,"[442, 1089, 1475, 3004, 3197, 3437, 3737, 4813, 4822, 145, 576, 810, 1219, 1250, 1477, 2001, 2118, 3299, 3977, 4320, 4834, 4908]","[0.7412807822138013, 0.9853124020399194]"
4091,4091,"[638, 1069, 2427, 4894, 4626, 409, 564, 2508, 2906, 3615, 4608, 4688]","[0.14317740750678842, 0.46573030887698474]"
4092,4092,"[1926, 2017, 4704, 382, 2790, 3551]","[0.5691897158238228, 0.5014106437450097]"
4093,4093,"[649, 779, 3251, 3325, 4399, 4166, 884, 2482, 2604, 3065, 4243]","[0.17919878244047494, 0.374804274241327]"
4094,4094,"[257, 726, 1497, 1581, 3241, 3716, 484, 713, 729, 1078, 1102, 1171, 1541, 1584, 1679, 1818, 3218]","[0.8120001153816262, 0.5206343898741537]"
4095,4095,"[1807, 3225, 3963, 4842, 611, 1234, 1290, 2493, 2926, 3286, 3652, 4404, 4901]","[0.6851177008686364, 0.9120545238609075]"
4096,4096,"[1014, 1360, 1659, 3301, 3630, 3818, 1476, 1646, 1793, 2054, 2071, 3714, 3736, 4956]","[0.3659328778678159, 0.8958114538694185]"
4097,4097,"[526, 1132, 1163, 1271, 1463, 1974, 2274, 2487, 2530, 3242, 3498, 4460, 1315, 2056, 2432, 2813, 3001, 4138, 4916]","[0.8908921455403949, 0.3042615347008002]"
4098,4098,"[1568, 1835, 3620, 4668, 4916, 311, 691, 898, 1132, 1732, 1974, 2487, 2623, 2787, 3923]","[0.9307891959769234, 0.2974902053492545]"
4099,4099,"[2434, 2488, 4698, 72, 2732, 4789]","[0.45496121705436543, 0.5834944518901836]"
4100,4100,"[101, 185, 2586, 2904, 2789, 4319, 4466, 4738]","[0.6143940153766542, 0.3669449778005409]"
4101,4101,"[272, 2078, 3118, 3877, 4733, 923, 4524]","[0.780676935493501, 0.9442328969266941]"
4102,4102,"[698, 2502, 2954, 2982, 4201, 644, 1288, 1985, 2343, 3684, 4841]","[0.5143532331732193, 0.1845872134024208]"
4103,4103,"[642, 652, 821, 1204, 2067, 2112, 2114, 2341, 3232, 524, 1992, 2524, 2701, 3655]","[0.047843436828143515, 0.15576037732543435]"
4104,4104,"[838, 1272, 1951, 3146, 4339, 3093, 3473, 4844, 4954]","[0.5197484152164419, 0.581605939101631]"
4105,4105,"[1501, 4946, 444, 1104, 1134, 2560, 2854, 4577]","[0.06120493693950524, 0.4632481999470649]"
4106,4106,"[414, 756, 931, 943, 1644, 2051, 2700, 3102, 3199, 3350, 4535, 106, 199, 928, 1918, 2697, 2902, 2916, 3050, 3393, 3529, 3625, 3744, 4157, 4296, 4346, 4648, 4913]","[0.7217486795523679, 0.17421959928041986]"
4107,4107,"[244, 1269, 1971, 2023, 2177, 3081, 4867, 4573, 198, 1119, 1253, 2634]","[0.4246097454390573, 0.38194821530956136]"
4108,4108,"[2480, 4722, 1943, 3094, 3187, 3490]","[0.3223025451518662, 0.9763118152301415]"
4109,4109,"[2222, 4825, 4591, 3662]","[0.37435829573615176, 0.6999899806058036]"
4110,4110,"[2, 61, 1038, 1493, 2278, 1004, 1439, 2111, 3780, 4350]","[0.6567994530901242, 0.6580871875551487]"
4111,4111,"[346, 1108, 1491, 2405, 2416, 3904, 4406, 1801, 2322, 2762, 3527, 3568, 4391]","[0.9389805721798533, 0.14136136994593895]"
4112,4112,"[1052, 3734, 4967, 4744, 405, 1730, 1808, 3345, 4285, 4896]","[0.31091061039037793, 0.2686729538543512]"
4113,4113,"[777, 1077, 3591, 4796, 3223, 3312, 3430, 4548]","[0.2668839152742586, 0.21328231296320055]"
4114,4114,"[868, 1217, 1391, 3914, 4145, 4212, 704, 1982, 2136, 4012, 4985]","[0.6504021512580794, 0.5556366743774921]"
4115,4115,"[1598, 2371, 3057, 3687, 594, 632, 635, 1987, 2689, 2721, 3211, 3368]","[0.8737707810846256, 0.11528706855228443]"
4116,4116,"[410, 798, 4625, 4692, 721, 2119, 2302, 2433, 3557, 3862, 4040, 4551, 4659, 4960]","[0.6438323650452283, 0.42630296149964986]"
4117,4117,"[482, 772, 1248, 1704, 2140, 3266, 4072, 4214, 381, 485, 1752, 2730, 3871]","[0.01518602740899666, 0.07390264832405846]"
4118,4118,"[160, 1216, 1328, 1417, 1515, 2578, 3469, 3693, 120, 418, 996, 1242, 1674, 1778, 2047, 2519, 2922, 3953, 4419]","[0.11578184967350336, 0.9513148120965945]"
4119,4119,"[2263, 354]","[0.006808400962697969, 0.37121728728475245]"
4120,4120,"[1351, 1400, 2509, 2603, 4226, 4192, 4402, 724, 1161, 1573, 1701, 1757, 1790, 1959, 2182, 3202, 3613]","[0.5478045964483863, 0.7026201237727709]"
4121,4121,"[827, 1456, 4575, 1537, 1643, 4132]","[0.4776341528148581, 0.8073709516819496]"
4122,4122,"[1661, 2247, 3634, 4310, 4627]","[0.985818497410806, 0.4309501590866617]"
4123,4123,"[317, 421, 1056, 1333, 2492, 2555, 3209, 3289, 4891, 557, 1784, 2028, 2521, 3337, 3567, 4524, 4589, 4787]","[0.829119678575412, 0.9741360579481196]"
4124,4124,"[683, 1496, 2758, 4569, 1192, 1681, 1837, 2378, 2989, 3562]","[0.9274438148631045, 0.6862587133485293]"
4125,4125,"[874, 1611, 2057, 4421, 1365, 1875]","[0.42230166253995394, 0.8834786745797301]"
4126,4126,"[806, 4045, 4937, 4396, 687, 2895, 3908]","[0.99747574799757, 0.08862992538895698]"
4127,4127,"[1855, 2569, 2624, 2761, 2798, 3427, 3832, 4375, 4314, 4502, 4965, 419, 960, 1185, 1386, 1788, 1980, 2442, 3182, 3409, 4165, 4293, 4687, 4762, 4944, 4988]","[0.3079975763725592, 0.07480436080444142]"
4128,4128,"[1657, 4446, 3775, 4787, 4840]","[0.873121120759706, 0.9998691446163425]"
4129,4129,"[6, 133, 269, 1809, 2000, 2804, 2823, 2925, 4699, 4135, 95, 167, 913, 1082, 2459, 2817, 3304, 3388]","[0.7934332881206136, 0.7784206314753547]"
4130,4130,"[449, 542, 629, 1127, 1345, 1605, 1904, 2271, 2463, 2675, 4467, 304, 890, 1620, 4531, 4716]","[0.6085921322211553, 0.05521931499426613]"
4131,4131,"[408, 920, 1634, 3135, 341, 1380, 1752, 2730, 3233, 3385, 3707, 4189]","[0.0608129795611867, 0.07032458077962112]"
4132,4132,"[1537, 3664, 3712, 4930, 4521, 4912, 4575, 23, 69, 697, 924, 947, 1074, 1456, 1950, 2253, 4121]","[0.4595006562005026, 0.8256765452169699]"
4133,4133,"[2006, 4611, 4600, 1905, 2015, 2122, 2155, 2939, 3103, 3530, 4621]","[0.16927561021039783, 0.862329935075555]"
4134,4134,"[360, 896, 1591, 2134, 3370, 3505, 3690, 70, 1183, 2767, 3127, 3190, 3857, 4048, 4368]","[0.04422141626992249, 0.6986026888937049]"
4135,4135,"[6, 133, 269, 1082, 1809, 2000, 2817, 2925, 4129, 4699, 167, 913, 2804, 2823, 3145, 3304, 3359, 3388, 3762]","[0.7971451592587214, 0.786470814262453]"
4136,4136,"[438, 693, 831, 1510, 1785, 3184, 4001, 4335, 1871, 3302, 3735]","[0.07014124513550268, 0.8587251095516936]"
4137,4137,"[68, 1339, 1366, 1571, 2383, 2645, 4309, 4578, 1128, 1829, 3144, 3399, 3445, 4152, 4373, 4718]","[0.7367735159429788, 0.11141661946160375]"
4138,4138,"[578, 656, 1463, 3242, 1132, 1974, 2487, 3790, 4097, 4916]","[0.8905109006384084, 0.275353610308424]"
4139,4139,"[1555, 1560, 1652, 1717, 1965, 3983, 4760, 1008, 1240, 1731, 1797, 2642, 3285, 4284]","[0.3683416882821833, 0.22644970954381927]"
4140,4140,"[22, 932, 1558, 2261, 2505, 3685, 3935, 4818, 4707, 4915, 4488, 139, 618, 751, 760, 1023, 1113, 1155, 1999, 2245, 2602, 3206, 3978]","[0.2897685924584731, 0.840183236658208]"
4141,4141,"[63, 834, 3369, 1037, 2888, 3443]","[0.042886857593224414, 0.536827992290354]"
4142,4142,"[1580, 2671, 2778, 4043, 1150, 2973, 3273]","[0.015450799377614288, 0.4948491651530713]"
4143,4143,"[304, 1890, 4258, 1345, 3174, 3661]","[0.5865534144960245, 0.016771458055965693]"
4144,4144,"[1100, 2276, 3091, 3283, 540, 1223, 2050, 4755]","[0.2565399111749488, 0.5977039459147029]"
4145,4145,"[704, 868, 1532, 2136, 3579, 3914, 4012, 4114, 116, 547, 673, 850, 1217, 1391, 1845, 3840, 4212]","[0.664385979766404, 0.5487985511101208]"
4146,4146,"[710, 2286, 34, 3990]","[0.1456873451680274, 0.35832139560104603]"
4147,4147,[3627],"[0.9079056249441643, 0.8604281214425737]"
4148,4148,"[865, 1077, 2207, 2388, 2894, 3312, 348, 780, 823, 2534, 4918]","[0.25123015313740527, 0.23313765197039837]"
4149,4149,"[363, 1720, 3117, 3261, 3329, 3525, 4888, 4357, 277, 413, 553, 1111, 3349, 3812, 4379]","[0.11385579358497522, 0.10077842036154228]"
4150,4150,"[1137, 1426]","[0.6070115132185965, 0.7036776542825952]"
4151,4151,"[1398, 2216, 4982, 4869, 229, 765, 2412, 3950]","[0.3519521091209139, 0.8364728801962258]"
4152,4152,"[98, 1861, 2835, 3077, 3144, 3445, 3905, 3934, 4578, 4768, 972, 1571, 1923, 2641, 2645, 2805, 4137, 4602]","[0.707851850096692, 0.10056272400667188]"
4153,4153,"[1193, 1979, 3672, 3820, 3984, 4360, 4636, 4579, 151, 430, 1116, 2039, 2185, 2972, 3396, 4701, 4972]","[0.1696841205456857, 0.0135048273810634]"
4154,4154,"[811, 842, 852, 1529, 2120, 2414, 300, 473, 4005, 4418, 4590]","[0.5410700401280079, 0.12083317636045243]"
4155,4155,"[1091, 1360, 3845, 1659, 3083, 3714]","[0.38559763137694003, 0.9165225312744494]"
4156,4156,"[1302, 1740, 2561, 3555, 3699, 3964, 129, 201, 303, 2449, 2915, 3157, 4610, 4777]","[0.3454960850609725, 0.6677714889211541]"
4157,4157,"[106, 931, 1644, 3350, 943, 2310, 2737, 4106]","[0.7371091366849865, 0.15121348192291595]"
4158,4158,"[645, 2839, 4935, 4237, 586, 587, 2776, 4694]","[0.7811711524781522, 0.4412567897954496]"
4159,4159,"[125, 1799, 2187, 2280, 2976, 3531, 3578, 3663, 3931, 148, 227, 406, 1301, 1954, 3580, 3628, 3884, 4219]","[0.19311813500844965, 0.1559717254063595]"
4160,4160,"[15, 2279, 2984, 3287, 3520, 3944, 4380, 1305, 2429, 3767, 3910, 4958]","[0.3276430119546455, 0.39605326785826933]"
4161,4161,"[2018, 2068, 2754, 3566, 4992, 4934, 757, 1121, 2535, 3366, 3533, 3998]","[0.7090274491005415, 0.5801122601134273]"
4162,4162,"[2960, 1761]","[0.6441191994521903, 0.7123859861145263]"
4163,4163,"[611, 819, 1910, 2493, 2846, 2926, 3225, 812, 1290, 1787, 2467, 3963, 4191, 4404, 4842, 4901]","[0.694460301473761, 0.9422678049224059]"
4164,4164,"[147, 549, 1514, 3009, 4345, 4227, 84, 258, 986, 1220, 1337, 2243, 3000, 3418, 4213, 4679, 4885]","[0.46013068171102667, 0.6454386974986102]"
4165,4165,"[419, 1185, 1855, 2128, 3245, 3409, 3994, 4293, 4746, 4502, 885, 960, 1386, 1602, 1703, 1980, 2330, 2569, 3427, 3832, 4127, 4375]","[0.3238736010874341, 0.10439886871950288]"
4166,4166,"[3325, 4093, 649, 2604, 3251]","[0.17008565203524495, 0.3685476464253923]"
4167,4167,"[390, 2172, 2176, 2478, 374, 647, 2552]","[0.5416267175860244, 0.5481973108693312]"
4168,4168,"[261, 1397, 1640, 1749, 2103, 2137, 3960, 4073, 2646, 2678, 3166, 3689, 3719, 4911]","[0.487453820121186, 0.9693252710781595]"
4169,4169,"[178, 2174, 329, 596, 1437, 3890]","[0.6181036517641835, 0.7758809228454339]"
4170,4170,"[2325, 2705, 4839, 1315, 1535, 3640, 3657, 3696]","[0.8364200610156131, 0.31343114075116485]"
4171,4171,"[533, 1005, 2046, 2593, 4425, 4352, 4776, 340, 1637, 2529, 3022, 3056, 3616, 3837, 4960, 4990]","[0.6991677327409567, 0.41510775188026583]"
4172,4172,"[204, 1135, 1432, 1526, 2896, 3949, 110, 559, 748, 2060, 3161, 3689, 4389]","[0.5478790610677547, 0.9356074621153126]"
4173,4173,"[497, 573, 1899, 432, 1433, 1823]","[0.98968546040143, 0.3751561908808575]"
4174,4174,"[484, 729, 1584, 4976, 257, 335, 1078, 1102, 1806, 1897, 2544]","[0.8219149243160342, 0.5605137724973904]"
4175,4175,"[1480, 3809, 4299, 502, 2333, 4083, 4830]","[0.4819819983404776, 0.508324350588397]"
4176,4176,"[548, 2295, 3586, 3892, 4347, 4249, 1112, 1149, 1189, 1429, 2446, 4077, 4764, 4781]","[0.24217519049773217, 0.45854795092473655]"
4177,4177,"[487, 582, 1548, 2415, 3100, 3240, 3825, 2116, 4007, 4070, 4890]","[0.9941550427432523, 0.5413374990472694]"
4178,4178,"[1062, 4658, 4594, 4510, 4426, 75, 1353, 4074]","[0.260594994895306, 0.9908220095586736]"
4179,4179,"[2066, 2394, 2466, 3747, 4059, 4678, 4747, 4530, 2236, 2244, 2282, 2752, 3208, 4317, 4326, 4363, 4378, 4393, 4863]","[0.844495510905296, 0.6149951371599409]"
4180,4180,"[1961, 4603, 4294, 1284, 1306, 1905, 2939]","[0.19057995590694787, 0.8624093868005991]"
4181,4181,"[1218, 3889, 2244, 4393]","[0.8630708006262363, 0.6498653595338427]"
4182,4182,"[1041, 2036, 2577, 3235, 4431, 4186, 1111, 1457, 1667]","[0.08486443505188379, 0.1495123655936178]"
4183,4183,"[1, 815, 1129, 3293, 71, 855, 965, 3435, 3449]","[0.8573802031042292, 0.24398793323291468]"
4184,4184,"[585, 1780, 3078, 3827, 4478, 316, 1378, 2527, 3790]","[0.9027299863107662, 0.2206247942410131]"
